gene_symbol	hgnc_id	omim_disease_id	omim_title	omim_disease_description	omim_description_original	omim_all_criteria_include	omim_molecular_basis_known	omim_type_include	omim_id_include	omim_disease_description_somatic_response_include	gene_include
NUP214	HGNC:8064	618426	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 9	{Encephalopathy, acute, infection-induced, susceptibility to, 9}	{Encephalopathy, acute, infection-induced, susceptibility to, 9}, 618426 (3)	n	y	n	y	y	y
MSH6	HGNC:7329	608089	ENDOMETRIAL CANCER	{Endometrial cancer, familial}	{Endometrial cancer, familial}, 608089 (3)	n	y	n	y	y	y
MLH3	HGNC:7128	608089	ENDOMETRIAL CANCER	{Endometrial cancer, susceptibility to}	{Endometrial cancer, susceptibility to}, 608089 (3)	n	y	n	y	y	y
ENDO1	-	-	NA	{Endometriosis, susceptibility to, 1} (2)	{Endometriosis, susceptibility to, 1} (2)	n	n	n	n	y	n
MMP1	HGNC:7155	226600	EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE	{Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}	{Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}, 226600 (3)	n	y	n	y	y	y
CASR	HGNC:1514	612899	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 8	{Epilepsy idiopathic generalized, susceptibility to, 8}	{Epilepsy idiopathic generalized, susceptibility to, 8}, 612899 (3)	n	y	n	y	y	y
GABRA1	HGNC:4075	611136	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13	{Epilepsy, childhood absence, susceptibility to, 4}	{Epilepsy, childhood absence, susceptibility to, 4}, 611136 (3)	n	y	n	y	y	y
GABRB3	HGNC:4083	612269	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 5	{Epilepsy, childhood absence, susceptibility to, 5}	{Epilepsy, childhood absence, susceptibility to, 5}, 612269 (3)	n	y	n	y	y	y
CACNA1H	HGNC:1395	611942	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 6	{Epilepsy, childhood absence, susceptibility to, 6}	{Epilepsy, childhood absence, susceptibility to, 6}, 611942 (3)	n	y	n	y	y	y
RELN	HGNC:9957	616436	EPILEPSY, FAMILIAL TEMPORAL LOBE, 7	{Epilepsy, familial temporal lobe, 7}	{Epilepsy, familial temporal lobe, 7}, 616436 (3)	n	y	n	y	y	y
GABRD	HGNC:4084	613060	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10	{Epilepsy, idiopathic generalized, 10}	{Epilepsy, idiopathic generalized, 10}, 613060 (3)	n	y	n	y	y	y
EIG4	-	-	NA	{Epilepsy, idiopathic generalized, susceptibility to 4} (2)	{Epilepsy, idiopathic generalized, susceptibility to 4} (2)	n	n	n	n	y	n
CLCN2	HGNC:2020	607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11	{Epilepsy, idiopathic generalized, susceptibility to, 11}	{Epilepsy, idiopathic generalized, susceptibility to, 11}, 607628 (3)	n	y	n	y	y	y
SLC2A1	HGNC:11005	614847	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 12	{Epilepsy, idiopathic generalized, susceptibility to, 12}	{Epilepsy, idiopathic generalized, susceptibility to, 12}, 614847 (3)	n	y	n	y	y	y
SLC12A5	HGNC:13818	616685	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 14	{Epilepsy, idiopathic generalized, susceptibility to, 14}	{Epilepsy, idiopathic generalized, susceptibility to, 14}, 616685 (3)	n	y	n	y	y	y
RORB	HGNC:10259	618357	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 15	{Epilepsy, idiopathic generalized, susceptibility to, 15}	{Epilepsy, idiopathic generalized, susceptibility to, 15}, 618357 (3)	n	y	n	y	y	y
KCNMA1	HGNC:6284	618596	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 16	{Epilepsy, idiopathic generalized, susceptibility to, 16}	{Epilepsy, idiopathic generalized, susceptibility to, 16}, 618596 (3)	n	y	n	y	y	y
HCN2	HGNC:4846	602477	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 17	{Epilepsy, idiopathic generalized, susceptibility to, 17}	{Epilepsy, idiopathic generalized, susceptibility to, 17}, 602477 (3)	n	y	n	y	y	y
HCN4	HGNC:16882	619521	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 18	{Epilepsy, idiopathic generalized, susceptibility to, 18}	{Epilepsy, idiopathic generalized, susceptibility to, 18}, 619521 (3)	n	y	n	y	y	y
EIG1	-	-	NA	{Epilepsy, idiopathic generalized, susceptibility to, 1} (2)	{Epilepsy, idiopathic generalized, susceptibility to, 1} (2)	n	n	n	n	y	n
EIG2	-	-	NA	{Epilepsy, idiopathic generalized, susceptibility to, 2} (2)	{Epilepsy, idiopathic generalized, susceptibility to, 2} (2)	n	n	n	n	y	n
EIG3	-	-	NA	{Epilepsy, idiopathic generalized, susceptibility to, 3} (2)	{Epilepsy, idiopathic generalized, susceptibility to, 3} (2)	n	y	n	n	y	n
EIG5	-	-	NA	{Epilepsy, idiopathic generalized, susceptibility to, 5} (2)	{Epilepsy, idiopathic generalized, susceptibility to, 5} (2)	n	n	n	n	y	n
CACNA1H	HGNC:1395	611942	EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 6	{Epilepsy, idiopathic generalized, susceptibility to, 6}	{Epilepsy, idiopathic generalized, susceptibility to, 6}, 611942 (3)	n	y	n	y	y	y
EIG7	-	-	NA	{Epilepsy, idiopathic generalized, susceptibility to, 7} (2)	{Epilepsy, idiopathic generalized, susceptibility to, 7} (2)	n	n	n	n	y	n
CACNB4	-	607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9	{Epilepsy, idiopathic generalized, susceptibility to, 9}	{Epilepsy, idiopathic generalized, susceptibility to, 9}, 607682 (3)	n	y	n	y	y	n
EFHC1	HGNC:16406	607631	EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1	{Epilepsy, juvenile absence, susceptibility to, 1}	{Epilepsy, juvenile absence, susceptibility to, 1}, 607631 (3)	n	y	n	y	y	y
CLCN2	HGNC:2020	607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11	{Epilepsy, juvenile absence, susceptibility to, 2}	{Epilepsy, juvenile absence, susceptibility to, 2}, 607628 (3)	n	y	n	y	y	y
ICK	HGNC:21219	617924	EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 10	{Epilepsy, juvenile myoclonic, susceptibility to, 10}	{Epilepsy, juvenile myoclonic, susceptibility to, 10}, 617924 (3)	n	y	n	y	y	y
GABRA1	HGNC:4075	611136	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13	{Epilepsy, juvenile myoclonic, susceptibility to, 5}	{Epilepsy, juvenile myoclonic, susceptibility to, 5}, 611136 (3)	n	y	n	y	y	y
CACNB4	-	607682	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 9	{Epilepsy, juvenile myoclonic, susceptibility to, 6}	{Epilepsy, juvenile myoclonic, susceptibility to, 6}, 607682 (3)	n	y	n	y	y	n
CLCN2	HGNC:2020	607628	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 11	{Epilepsy, juvenile myoclonic, susceptibility to, 8}	{Epilepsy, juvenile myoclonic, susceptibility to, 8}, 607628 (3)	n	y	n	y	y	y
EJM9	-	-	NA	{Epilepsy, juvenile myoclonic, susceptibility to, 9} (2)	{Epilepsy, juvenile myoclonic, susceptibility to, 9} (2)	n	n	n	n	y	n
GABRD	HGNC:4084	613060	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10	{Epilepsy, juvenile myoclonic, susceptibility to}	{Epilepsy, juvenile myoclonic, susceptibility to}, 613060 (3)	n	y	n	y	y	y
ALDH2	HGNC:404	-	NA	{Esophageal cancer, alcohol-related, susceptibility to} (3)	{Esophageal cancer, alcohol-related, susceptibility to} (3)	n	y	n	n	y	y
EOE1	-	-	NA	{Esophagitis, eosinophilic, 1} (2)	{Esophagitis, eosinophilic, 1} (2)	n	n	n	n	y	n
EOE2	-	-	NA	{Esophagitis, eosinophilic, 2} (2)	{Esophagitis, eosinophilic, 2} (2)	n	n	n	n	y	n
DRD3	HGNC:3024	190300	TREMOR, HEREDITARY ESSENTIAL, 1	{Essential tremor, hereditary, 1}	{Essential tremor, hereditary, 1}, 190300 (3)	n	y	n	y	y	y
LOXL1	HGNC:6665	177650	EXFOLIATION SYNDROME	{Exfoliation syndrome, susceptibility to}	{Exfoliation syndrome, susceptibility to}, 177650 (3)	n	y	n	y	y	y
HSD17B13	HGNC:18685	620116	FATTY LIVER DISEASE, PROTECTION FROM	{Fatty liver disease, protection from}	{Fatty liver disease, protection from}, 620116 (3)	n	y	n	y	y	y
FLD1	-	-	NA	{Fatty liver disease, susceptibility to, 1} (2)	{Fatty liver disease, susceptibility to, 1} (2)	n	n	n	n	y	n
FLD1	-	-	NA	{Fatty liver disease, susceptibility to, 2} (2)	{Fatty liver disease, susceptibility to, 2} (2)	n	n	n	n	y	n
SPINK1	HGNC:11244	608189	TROPICAL CALCIFIC PANCREATITIS	{Fibrocalculous pancreatic diabetes, susceptibility to}	{Fibrocalculous pancreatic diabetes, susceptibility to}, 608189 (3)	n	y	n	y	y	y
FL1	-	-	NA	{Follicular lymphoma, susceptibility to, 1} (2)	{Follicular lymphoma, susceptibility to, 1} (2)	n	n	n	n	y	n
ABCG8	HGNC:13887	611465	GALLBLADDER DISEASE 4	{Gallbladder disease 4}	{Gallbladder disease 4}, 611465 (3)	n	y	n	y	y	y
IL1B	HGNC:5992	613659	GASTRIC CANCER	{Gastric cancer risk after H. pylori infection}	{Gastric cancer risk after H. pylori infection}, 613659 (3)	n	y	n	y	y	y
IL1RN	HGNC:6000	613659	GASTRIC CANCER	{Gastric cancer risk after H. pylori infection}	{Gastric cancer risk after H. pylori infection}, 613659 (3)	n	y	n	y	y	y
GEVQ1	-	-	NA	{Gene expression, variation in, QTL} (2)	{Gene expression, variation in, QTL} (2)	n	n	n	n	y	n
GEVQ2	-	-	NA	{Gene expression, variation in, QTL} (2)	{Gene expression, variation in, QTL} (2)	n	n	n	n	y	n
GABRD	HGNC:4084	613060	EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 10	{Generalized epilepsy with febrile seizures plus, type 5, susceptibility to}	{Generalized epilepsy with febrile seizures plus, type 5, susceptibility to}, 613060 (3)	n	y	n	y	y	y
HDC	HGNC:4855	137580	GILLES DE LA TOURETTE SYNDROME	{Gilles de la Tourette syndrome, susceptibility to}	{Gilles de la Tourette syndrome, susceptibility to}, 137580 (3)	n	y	n	y	y	y
OPA1	HGNC:8140	606657	GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO	{Glaucoma, normal tension, susceptibility to}	{Glaucoma, normal tension, susceptibility to}, 606657 (3)	n	y	n	y	y	y
OPTN	HGNC:17142	606657	GLAUCOMA, NORMAL TENSION, SUSCEPTIBILITY TO	{Glaucoma, normal tension, susceptibility to}	{Glaucoma, normal tension, susceptibility to}, 606657 (3)	n	y	n	y	y	y
BRCA2	HGNC:1101	613029	GLIOMA SUSCEPTIBILITY 3	{Glioblastoma 3}	{Glioblastoma 3}, 613029 (3)	n	y	n	y	y	y
TP53	HGNC:11998	137800	GLIOMA SUSCEPTIBILITY 1	{Glioma susceptibility 1}	{Glioma susceptibility 1}, 137800 (3)	n	y	n	y	y	y
PTEN	HGNC:9588	613028	GLIOMA SUSCEPTIBILITY 2	{Glioma susceptibility 2}	{Glioma susceptibility 2}, 613028 (3)	n	y	n	y	y	y
GLM4	-	-	NA	{Glioma susceptibility 4} (2)	{Glioma susceptibility 4} (2)	n	n	n	n	y	n
GLM5	-	-	NA	{Glioma susceptibility 5} (2)	{Glioma susceptibility 5} (2)	n	n	n	n	y	n
GLM6	-	-	NA	{Glioma susceptibility 6} (2)	{Glioma susceptibility 6} (2)	n	n	n	n	y	n
CCDC26	-	613032	GLIOMA SUSCEPTIBILITY 7	{Glioma susceptibility 7}	{Glioma susceptibility 7}, 613032 (3)	n	y	n	y	y	n
GLM8	-	-	NA	{Glioma susceptibility 8} (2)	{Glioma susceptibility 8} (2)	n	n	n	n	y	n
POT1	HGNC:17284	616568	GLIOMA SUSCEPTIBILITY 9	{Glioma susceptibility 9}	{Glioma susceptibility 9}, 616568 (3)	n	y	n	y	y	y
IDH1	HGNC:5382	137800	GLIOMA SUSCEPTIBILITY 1	{Glioma, susceptibility to, somatic}	{Glioma, susceptibility to, somatic}, 137800 (3)	n	y	n	y	n	y
APOL1	HGNC:618	612551	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 4, SUSCEPTIBILITY TO	{Glomerulosclerosis, focal segmental, 4, susceptibility to}	{Glomerulosclerosis, focal segmental, 4, susceptibility to}, 612551 (3)	n	y	n	y	y	y
GLCCI1	HGNC:18713	614400	GLUCOCORTICOID THERAPY, RESPONSE TO	{Glucocorticoid therapy, response to}	{Glucocorticoid therapy, response to}, 614400 (3)	n	y	n	y	n	y
SLC17A3	HGNC:10931	612671	URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 4	{Gout susceptibility 4}	{Gout susceptibility 4}, 612671 (3)	n	y	n	y	y	y
IL10	HGNC:5962	614395	GRAFT-VERSUS-HOST DISEASE, SUSCEPTIBILITY TO	{Graft-versus-host disease, protection against}	{Graft-versus-host disease, protection against}, 614395 (3)	n	y	n	y	y	y
GRD1	-	-	NA	{Graves disease, susceptibility to, 1} (2)	{Graves disease, susceptibility to, 1} (2)	n	n	n	n	y	n
GRD2	-	-	NA	{Graves disease, susceptibility to, 2} (2)	{Graves disease, susceptibility to, 2} (2)	n	n	n	n	y	n
GRDX	-	-	NA	{Graves disease, susceptibility to, X-linked} (2)	{Graves disease, susceptibility to, X-linked} (2)	n	n	n	n	y	n
IFNGR1	HGNC:5439	600263	HELICOBACTER PYLORI INFECTION, SUSCEPTIBILITY TO	{H. pylori infection, susceptibility to}	{H. pylori infection, susceptibility to}, 600263 (3)	n	y	n	y	y	y
BMP2	HGNC:1069	235200	HEMOCHROMATOSIS, TYPE 1	{HFE hemochromatosis, modifier of}	{HFE hemochromatosis, modifier of}, 235200 (3)	n	y	n	y	y	y
CCL3	HGNC:10627	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV infection, resistance to}	{HIV infection, resistance to}, 609423 (2)	n	y	n	y	y	y
CCR2	HGNC:1603	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV infection, susceptibility/resistance to}	{HIV infection, susceptibility/resistance to}, 609423 (3)	n	y	n	y	y	y
CCR5	HGNC:1606	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV infection, susceptibility/resistance to}	{HIV infection, susceptibility/resistance to}, 609423 (3)	n	y	n	y	y	y
CD209	HGNC:1641	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV type 1, susceptibility to}	{HIV type 1, susceptibility to}, 609423 (3)	n	y	n	y	y	y
CCL5	HGNC:10632	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV-1 disease, delayed progression of}	{HIV-1 disease, delayed progression of}, 609423 (3)	n	y	n	y	y	y
CCL5	HGNC:10632	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV-1 disease, rapid progression of}	{HIV-1 disease, rapid progression of}, 609423 (3)	n	y	n	y	y	y
HLA-C	HGNC:4933	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV-1 viremia, susceptibility to}	{HIV-1 viremia, susceptibility to}, 609423 (3)	n	y	n	y	y	y
CCL2	HGNC:10618	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV-1, resistance to}	{HIV-1, resistance to}, 609423 (3)	n	y	n	y	y	y
IL10	HGNC:5962	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV-1, susceptibility to}	{HIV-1, susceptibility to}, 609423 (3)	n	y	n	y	y	y
CCL3L1	-	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV/AIDS, susceptibility to}	{HIV/AIDS, susceptibility to}, 609423 (3)	n	y	n	y	y	n
TLR3	HGNC:11849	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV1 infection, resistance to}	{HIV1 infection, resistance to}, 609423 (3)	n	y	n	y	y	y
CCL11	HGNC:10610	609423	HUMAN IMMUNODEFICIENCY VIRUS TYPE 1, SUSCEPTIBILITY TO	{HIV1, resistance to}	{HIV1, resistance to}, 609423 (3)	n	y	n	y	y	y
ALDH2	HGNC:404	610251	ALCOHOL SENSITIVITY, ACUTE	{Hangover, susceptibility to}	{Hangover, susceptibility to}, 610251 (3)	n	y	n	y	y	y
CTLA4	HGNC:2505	140300	NA	{Hashimoto thyroiditis}	{Hashimoto thyroiditis}, 140300 (3)	n	y	n	y	y	y
KDR	HGNC:6307	602089	HEMANGIOMA, CAPILLARY INFANTILE	{Hemangioma, capillary infantile, susceptibility to}	{Hemangioma, capillary infantile, susceptibility to}, 602089 (3)	n	y	n	y	y	y
RHD	HGNC:10009	619462	HEMOLYTIC DISEASE OF FETUS AND NEWBORN, RH-INDUCED	{Hemolytic disease of fetus and newborn, RH-induced}	{Hemolytic disease of fetus and newborn, RH-induced}, 619462 (3)	n	y	n	y	y	y
CFH	HGNC:4883	235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1	{Hemolytic uremic syndrome, atypical, susceptibility to, 1}	{Hemolytic uremic syndrome, atypical, susceptibility to, 1}, 235400 (3)	n	y	n	y	y	y
MCP	HGNC:1474	612922	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 2	{Hemolytic uremic syndrome, atypical, susceptibility to, 2}	{Hemolytic uremic syndrome, atypical, susceptibility to, 2}, 612922 (3)	n	y	n	y	y	y
CFI	HGNC:5394	612923	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 3	{Hemolytic uremic syndrome, atypical, susceptibility to, 3}	{Hemolytic uremic syndrome, atypical, susceptibility to, 3}, 612923 (3)	n	y	n	y	y	y
CFB	HGNC:1037	612924	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 4	{Hemolytic uremic syndrome, atypical, susceptibility to, 4}	{Hemolytic uremic syndrome, atypical, susceptibility to, 4}, 612924 (3)	n	y	n	y	y	y
C3	HGNC:1318	612925	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 5	{Hemolytic uremic syndrome, atypical, susceptibility to, 5}	{Hemolytic uremic syndrome, atypical, susceptibility to, 5}, 612925 (3)	n	y	n	y	y	y
THBD	HGNC:11784	612926	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 6	{Hemolytic uremic syndrome, atypical, susceptibility to, 6}	{Hemolytic uremic syndrome, atypical, susceptibility to, 6}, 612926 (3)	n	y	n	y	y	y
DGKE	HGNC:2852	615008	NEPHROTIC SYNDROME, TYPE 7	{Hemolytic uremic syndrome, atypical, susceptibility to, 7}	{Hemolytic uremic syndrome, atypical, susceptibility to, 7}, 615008 (3)	n	y	n	y	y	y
CFHR1	HGNC:4888	235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1	{Hemolytic uremic syndrome, atypical, susceptibility to}	{Hemolytic uremic syndrome, atypical, susceptibility to}, 235400 (3)	n	y	n	y	y	y
CFHR3	HGNC:16980	235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1	{Hemolytic uremic syndrome, atypical, susceptibility to}	{Hemolytic uremic syndrome, atypical, susceptibility to}, 235400 (3)	n	y	n	y	y	y
COL4A1	HGNC:2202	614519	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO	{Hemorrhage, intracerebral, susceptibility to}	{Hemorrhage, intracerebral, susceptibility to}, 614519 (3)	n	y	n	y	y	y
COL4A2	HGNC:2203	614519	HEMORRHAGE, INTRACEREBRAL, SUSCEPTIBILITY TO	{Hemorrhage, intracerebral, susceptibility to}	{Hemorrhage, intracerebral, susceptibility to}, 614519 (3)	n	y	n	y	y	y
SM2	-	-	NA	{Hepatic fibrosis susceptibility due to Schistosoma mansoni infection} (2)	{Hepatic fibrosis susceptibility due to Schistosoma mansoni infection} (2)	n	n	n	n	y	n
IFNGR1	HGNC:5439	610424	HEPATITIS B VIRUS, SUSCEPTIBILITY TO	{Hepatitis B virus infection, susceptibility to}	{Hepatitis B virus infection, susceptibility to}, 610424 (3)	n	y	n	y	y	y
IFNAR2	HGNC:5433	610424	HEPATITIS B VIRUS, SUSCEPTIBILITY TO	{Hepatitis B virus, susceptibility to}	{Hepatitis B virus, susceptibility to}, 610424 (3)	n	y	n	y	y	y
IL10RB	HGNC:5965	610424	HEPATITIS B VIRUS, SUSCEPTIBILITY TO	{Hepatitis B virus, susceptibility to}	{Hepatitis B virus, susceptibility to}, 610424 (3)	n	y	n	y	y	y
IFNL3	HGNC:18365	609532	HEPATITIS C VIRUS, SUSCEPTIBILITY TO	{Hepatitis C virus infection, response to therapy of}	{Hepatitis C virus infection, response to therapy of}, 609532 (3)	n	y	n	y	n	y
CCR5	HGNC:1606	609532	HEPATITIS C VIRUS, SUSCEPTIBILITY TO	{Hepatitis C virus, resistance to}	{Hepatitis C virus, resistance to}, 609532 (3)	n	y	n	y	y	y
IFNG	HGNC:5438	609532	HEPATITIS C VIRUS, SUSCEPTIBILITY TO	{Hepatitis C virus, response to therapy of}	{Hepatitis C virus, response to therapy of}, 609532 (3)	n	y	n	y	n	y
EDN1	HGNC:3176	-	NA	{High density lipoprotein cholesterol level QTL 7} (3)	{High density lipoprotein cholesterol level QTL 7} (3)	n	y	n	n	y	y
HDLC3	-	-	NA	{High density lipoprotein cholesterol, low serum, 3} (2)	{High density lipoprotein cholesterol, low serum, 3} (2)	n	y	n	n	y	n
RET	HGNC:9967	142623	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1	{Hirschsprung disease, protection against}	{Hirschsprung disease, protection against}, 142623 (3)	n	y	n	y	y	y
RET	HGNC:9967	142623	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 1	{Hirschsprung disease, susceptibility to, 1}	{Hirschsprung disease, susceptibility to, 1}, 142623 (3)	n	y	n	y	y	y
EDNRB	HGNC:3180	600155	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 2	{Hirschsprung disease, susceptibility to, 2}	{Hirschsprung disease, susceptibility to, 2}, 600155 (3)	n	y	n	y	y	y
GDNF	HGNC:4232	613711	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 3	{Hirschsprung disease, susceptibility to, 3}	{Hirschsprung disease, susceptibility to, 3}, 613711 (3)	n	y	n	y	y	y
EDN3	HGNC:3178	613712	HIRSCHSPRUNG DISEASE, SUSCEPTIBILITY TO, 4	{Hirschsprung disease, susceptibility to, 4}	{Hirschsprung disease, susceptibility to, 4}, 613712 (3)	n	y	n	y	y	y
HSCR5	-	-	NA	{Hirschsprung disease, susceptibility to, 5} (2)	{Hirschsprung disease, susceptibility to, 5} (2)	n	n	n	n	y	n
HSCR6	-	-	NA	{Hirschsprung disease, susceptibility to, 6} (2)	{Hirschsprung disease, susceptibility to, 6} (2)	n	n	n	n	y	n
HSCR7	-	-	NA	{Hirschsprung disease, susceptibility to, 7} (2)	{Hirschsprung disease, susceptibility to, 7} (2)	n	n	n	n	y	n
HSCR8	-	-	NA	{Hirschsprung disease, susceptibility to, 8} (2)	{Hirschsprung disease, susceptibility to, 8} (2)	n	n	n	n	y	n
HSCR9	-	-	NA	{Hirschsprung disease, susceptibility to, 9} (2)	{Hirschsprung disease, susceptibility to, 9} (2)	n	n	n	n	y	n
HDPA	-	-	NA	{Hodgkin disease susceptibility, pseudoautosomal} (2)	{Hodgkin disease susceptibility, pseudoautosomal} (2)	n	n	n	n	y	n
KLHDC8B	HGNC:28557	236000	LYMPHOMA, HODGKIN, CLASSIC	{Hodgkin lymphoma, susceptibility to}	{Hodgkin lymphoma, susceptibility to}, 236000 (3)	n	y	n	y	y	y
HCVS	-	-	NA	{Human coronavirus sensitivity} (2)	{Human coronavirus sensitivity} (2)	n	n	n	n	y	n
HHV8S	-	-	NA	{Human herpesvirus 8, susceptibility to} (2)	{Human herpesvirus 8, susceptibility to} (2)	n	n	n	n	y	n
PPARA	HGNC:9232	-	NA	{Hyperapobetalipoproteinemia, susceptibility to} (3)	{Hyperapobetalipoproteinemia, susceptibility to} (3)	n	y	n	n	y	y
ADCY10	HGNC:21285	143870	HYPERCALCIURIA, ABSORPTIVE, 2	{Hypercalciuria, absorptive, susceptibility to}	{Hypercalciuria, absorptive, susceptibility to}, 143870 (3)	n	y	n	y	y	y
EPHX2	HGNC:3402	143890	HYPERCHOLESTEROLEMIA, FAMILIAL, 1	{Hypercholesterolemia, familial, due to LDLR defect, modifier of}	{Hypercholesterolemia, familial, due to LDLR defect, modifier of}, 143890 (3)	n	y	n	y	y	y
APOA2	HGNC:601	143890	HYPERCHOLESTEROLEMIA, FAMILIAL, 1	{Hypercholesterolemia, familial, modifier of}	{Hypercholesterolemia, familial, modifier of}, 143890 (3)	n	y	n	y	y	y
GHR	HGNC:4263	143890	HYPERCHOLESTEROLEMIA, FAMILIAL, 1	{Hypercholesterolemia, familial, modifier of}	{Hypercholesterolemia, familial, modifier of}, 143890 (3)	n	y	n	y	y	y
GSBS	HGNC:16973	143890	HYPERCHOLESTEROLEMIA, FAMILIAL, 1	{Hypercholesterolemia, susceptibility to}	{Hypercholesterolemia, susceptibility to}, 143890 (3)	n	y	n	y	y	y
USF1	HGNC:12593	602491	HYPERLIPIDEMIA, FAMILIAL COMBINED, 1	{Hyperlipidemia, familial combined, susceptibility to}	{Hyperlipidemia, familial combined, susceptibility to}, 602491 (3)	n	y	n	y	y	y
HLA-A	HGNC:4931	608579	SEVERE CUTANEOUS ADVERSE REACTION, SUSCEPTIBILITY TO	{Hypersensitivity syndrome, carbamazepine-induced, susceptibility to}	{Hypersensitivity syndrome, carbamazepine-induced, susceptibility to}, 608579 (3)	n	y	n	y	y	y
KCNMB1	HGNC:6285	608622	HYPERTENSION, DIASTOLIC, RESISTANCE TO	{Hypertension, diastolic, resistance to}	{Hypertension, diastolic, resistance to}, 608622 (3)	n	y	n	y	y	y
ADD1	HGNC:243	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, salt-sensitive}	{Hypertension, essential, salt-sensitive}, 145500 (3)	n	y	n	y	y	y
HYT1	-	145500	HYPERTENSION, ESSENTIAL	{Hypertension, essential, susceptibility to, 1}	{Hypertension, essential, susceptibility to, 1}, 145500 (2)	n	n	n	y	y	n
