ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,GrowthPattern,MolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-001599,PT-H6p5eD,NCI-H64,NCIH64,48.0,Commercial,SIDM01126,CVCL_1573,SCLC,,,Metastatic,lymph_node,Female,ATCC,,NCIH64_LUNG,688026.0,,1371.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-001603,PT-HjdUWT,NH-12,NH12,1.0,Commercial,SIDM00577,CVCL_1605,NBL,,,Primary,autonomic_ganglia,Male,JCRB,,NH12_AUTONOMIC_GANGLIA,908447.0,,1546.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-001605,PT-5s2EZm,no.10,NO10,62.0,Commercial,SIDM00574,CVCL_3075,GB,,,Primary,central_nervous_system,Male,JCRB,,NO10_CENTRAL_NERVOUS_SYSTEM,908452.0,,36.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001606,PT-jZhsXq,no.11,NO11,64.0,Commercial,SIDM00573,CVCL_3076,GB,,,Primary,central_nervous_system,Female,JCRB,,NO11_CENTRAL_NERVOUS_SYSTEM,908450.0,,1489.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001607,PT-yeY4QM,NOZ,NOZ,48.0,Commercial,,CVCL_3079,GBAD,,,Metastatic,ascites,Female,JCRB,,NOZ_LIVER,,,,GBAD,"Gallbladder Adenocarcinoma, NOS",Intracholecystic Papillary Neoplasm,Biliary Tract
ACH-001608,PT-NaLtZ9,NP 2,NP2,63.0,Commercial,,CVCL_1R15,GB,,,Primary,central_nervous_system,Male,JCRB,,NP2_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001609,PT-OT2kJe,NP 3,NP3,64.0,Commercial,,CVCL_1R16,GB,,,Primary,central_nervous_system,Male,JCRB,,NP3_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001610,PT-WoVaBP,NP 5,NP5,27.0,Commercial,,CVCL_1R17,GB,,,Primary,central_nervous_system,Male,JCRB,,NP5_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001611,PT-62G0ep,NP 8,NP8,38.0,Commercial,,CVCL_4W66,GB,,,Primary,central_nervous_system,Female,JCRB,,NP8_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001613,PT-VzJIqw,OCI-AML4,OCIAML4,35.0,Commercial,,CVCL_5224,AML,,,Primary,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,OCIAML4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-001616,PT-oQqqCS,OCI-LY18,OCILY18,56.0,Commercial,,CVCL_1880,DLBCLNOS,,,Primary,pleural_effusion,Male,DSMZ,,OCILY18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-001617,PT-X6RNMT,OCI-LY7,OCILY7,48.0,Commercial,SIDM00459,CVCL_1881,DLBCLNOS,,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1659819.0,,1606.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-001618,PT-Oev2PO,OCI-M2,OCIM2,56.0,Commercial,,CVCL_2150,AML,,,Primary,haematopoietic_and_lymphoid_tissue,Unknown,DSMZ,,OCIM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,AML,Acute Myeloid Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-001619,PT-X8PfQy,OCUG-1,OCUG1,43.0,Commercial,,CVCL_3083,GBAD,,,Metastatic,ascites,Male,JCRB,,OCUG1_BILIARY_TRACT,,,,GBAD,"Gallbladder Adenocarcinoma, NOS",Intracholecystic Papillary Neoplasm,Biliary Tract
ACH-001622,PT-D5Ft7E,Onda 7,ONDA7,51.0,Commercial,,CVCL_4W67,GB,,,Primary,central_nervous_system,Male,JCRB,,ONDA7_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001623,PT-QBDrgb,Onda 8,ONDA8,31.0,Commercial,,CVCL_4W68,GB,,,Primary,central_nervous_system,Female,JCRB,,ONDA8_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001624,PT-dDtvIC,Onda 9,ONDA9,58.0,Commercial,,CVCL_1R14,GB,,,Primary,central_nervous_system,Male,JCRB,,ONDA9_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-001625,PT-FeUEcM,OSC-19,OSC19,61.0,Commercial,SIDM00566,CVCL_3086,OCSC,,,Metastatic,lymph_node,Male,JCRB,,OSC19_UPPER_AERODIGESTIVE_TRACT,1298362.0,,1253.0,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001626,PT-CVPxmk,OSC-20,OSC20,59.0,Commercial,SIDM00565,CVCL_3087,OCSC,,,Metastatic,lymph_node,Female,JCRB,,OSC20_UPPER_AERODIGESTIVE_TRACT,1240196.0,,1254.0,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001627,PT-a2ltr5,P4E6,P4E6,,Commercial,,CVCL_2677,PRAD,,,Primary,prostate,Male,Sigma-Aldrich,,P4E6_PROSTATE,,,,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-001628,PT-i3tIXN,PEA1,PEA1,,Commercial,,CVCL_2682,HGSOC,,,Metastatic,pleural_effusion,Female,Sigma-Aldrich,,PEA1_OVARY,,,,HGSOC,High-Grade Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-001630,PT-FMp5RI,PEO1,PEO1,,Commercial,SIDM00472,CVCL_2686,SOC,,,Metastatic,ascites,Female,Sigma-Aldrich,,PEO1_OVARY,1480372.0,,177.0,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-001632,PT-FMp5RI,PEO4,PEO4,,Commercial,SIDM00471,CVCL_2690,SOC,,,Metastatic,ascites,Female,Sigma-Aldrich,,PEO4_OVARY,,,,SOC,Serous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-001634,PT-cBta1E,PGA-1,PGA1,,Commercial,,CVCL_Y545,CLLSLL,,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,PGA1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,CLLSLL,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001636,PT-k9PrKk,Ramos,RAMOS,3.0,Commercial,SIDM01094,CVCL_0597,BL,,,Primary,ascites,Male,ATCC,,RAMOS_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BL,Burkitt Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001638,PT-l9J76R,RC-K8,RCK8,55.0,Commercial,SIDM00448,CVCL_1883,GCB,,,Primary,ascites,Male,DSMZ,,RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330995.0,,283.0,GCB,Germinal Center B-Cell Type,Non-Hodgkin Lymphoma,Lymphoid
ACH-001639,PT-dlYxf2,ROS-50,ROS50,69.0,Commercial,SIDM00415,CVCL_1887,DLBCLNOS,,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1331025.0,,1764.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-001641,PT-4X1Phg,SAT,SAT,,Commercial,SIDM00350,CVCL_3160,HNSC,,,Primary,upper_aerodigestive_tract,Unknown,JCRB,,SAT_UPPER_AERODIGESTIVE_TRACT,1299050.0,,562.0,HNSC,Head and Neck Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001642,PT-HcsCe7,SCC-3,SCC3,20.0,Commercial,SIDM00384,CVCL_1683,MBN,,,Primary,pleural_effusion,Female,JCRB,,SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910930.0,,1475.0,MBN,Mature B-Cell Neoplasms,Non-Hodgkin Lymphoma,Lymphoid
ACH-001645,PT-pmeBkH,SEKI,SEKI,28.0,Commercial,,CVCL_3162,MEL,,,Primary,skin,Female,JCRB,,SEKI_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-001647,PT-8Jr4Fd,SHI-1,SHI1,37.0,Commercial,,CVCL_2191,AMOL,,,Metastatic,bone_marrow,Male,DSMZ,,SHI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,AMOL,Acute Monoblastic/Monocytic Leukemia,Acute Myeloid Leukemia,Myeloid
ACH-001648,PT-F8MgcH,Shmac 4,SHMAC4,,Commercial,,CVCL_2722,PRAD,,,Primary,prostate,Male,Sigma-Aldrich,,SHMAC4_PROSTATE,,,,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-001649,PT-iy858F,Shmac 5,SHMAC5,,Commercial,,CVCL_2723,PRAD,,,Primary,prostate,Male,Sigma-Aldrich,,SHMAC5_PROSTATE,,,,PRAD,Prostate Adenocarcinoma,Prostate Adenocarcinoma,Prostate
ACH-001650,PT-97kTPc,SISO,SISO,67.0,Commercial,SIDM00394,CVCL_2193,CEAD,,,Primary,cervix,Female,DSMZ,,SISO_CERVIX,1240212.0,,1498.0,CEAD,Cervical Adenocarcinoma,Cervical Adenocarcinoma,Cervix
ACH-001651,PT-aKpEm3,SKG-I,SKGI,40.0,Commercial,,CVCL_2793,CESC,,,Primary,endometrium,Female,JCRB,,SKGI_ENDOMETRIUM,,,,CESC,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,Cervix
ACH-001652,PT-IwYShD,SKG-II,SKGII,50.0,Commercial,,CVCL_2794,CESC,,,Primary,endometrium,Female,JCRB,,SKGII_ENDOMETRIUM,,,,CESC,Cervical Squamous Cell Carcinoma,Cervical Squamous Cell Carcinoma,Cervix
ACH-001653,PT-ZJjbcp,SK-GT-2,SKGT2,72.0,Commercial,SIDM00393,CVCL_2194,STAD,,,Primary,stomach,Male,Sigma-Aldrich,,SKGT2_STOMACH,1503364.0,,1868.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-001654,PT-2qao55,SK-GT-4,SKGT4,89.0,Commercial,SIDM00483,CVCL_2195,ESCA,,,Primary,oesophagus,Male,Sigma-Aldrich,,SKGT4_OESOPHAGUS,1503365.0,,2164.0,ESCA,Esophageal Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-001655,PT-yc0xLp,SKN,SKN,52.0,Commercial,SIDM00377,CVCL_3167,ULMS,,,Primary,endometrium,Female,JCRB,,SKN_ENDOMETRIUM,1240215.0,,791.0,ULMS,Uterine Leiomyosarcoma,Uterine Sarcoma/Mesenchymal,Uterus
ACH-001656,PT-YKJPHt,SKNO-1,SKNO1,22.0,Commercial,,CVCL_2196,AM,,,Metastatic,bone_marrow,Male,DSMZ via Pellman (DFCI),,SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,AM,AML with Maturation,Acute Myeloid Leukemia,Myeloid
ACH-001664,PT-k5HJNy,SNU-638,SNU638,48.0,Commercial,,CVCL_0102,STAD,,,Metastatic,ascites,Male,KCLB,,SNU638_STOMACH,,,,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-001668,PT-2w1URA,SUSA,SUSA,30.0,Commercial,,CVCL_L280,TT,,,Primary,Embryonal,Male,DSMZ,,SUSA_TESTIS,,,,TT,Teratoma,Non-Seminomatous Germ Cell Tumor,Testis
ACH-001669,PT-ffpEbF,TANOUE,TANOUE,11.0,Commercial,SIDM00288,CVCL_1852,BLL,,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,TANOUE_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001670,PT-SJ98Vo,TASK1,TASK1,21.0,Commercial,SIDM00026,CVCL_3177,PNET,,,Primary,central_nervous_system,Female,JCRB,,TASK1_CENTRAL_NERVOUS_SYSTEM,,,,PNET,Primitive Neuroectodermal Tumor,Embryonal Tumor,CNS/Brain
ACH-001673,PT-oSlXkO,TFK-1,TFK1,63.0,Commercial,,CVCL_2214,EHCH,,,Primary,biliary_tract,Male,DSMZ,,TFK1_BILIARY_TRACT,,,,EHCH,Extrahepatic Cholangiocarcinoma,Intraductal Papillary Neoplasm of the Bile Duct,Biliary Tract
ACH-001674,PT-o4jARg,TGW,TGW,1.0,Commercial,SIDM00324,CVCL_1771,NBL,,,Primary,autonomic_ganglia,Male,JCRB,,TGW_AUTONOMIC_GANGLIA,910780.0,,1752.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-001675,PT-6uEn4i,TR146,TR146,67.0,Commercial,,CVCL_2736,OCSC,,,Primary,lymph_node,Female,Sigma-Aldrich,,TR146_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001677,PT-PFlyLY,U-2904,U2904,59.0,Commercial,,CVCL_X504,DLBCLNOS,,,Primary,pleural_effusion,Male,DSMZ,,U2904_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-001680,PT-05hA76,U-698-M,U698M,7.0,Commercial,SIDM00424,CVCL_0017,BLL,,,Metastatic,upper_aerodigestive_tract,Male,DSMZ,,U698M_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909777.0,,548.0,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001685,PT-A1mKo8,U-HO1,UHO1,23.0,Commercial,,CVCL_2220,HL,,,Primary,pleural_effusion,Male,DSMZ,,UHO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,HL,Hodgkin Lymphoma,Hodgkin Lymphoma,Lymphoid
ACH-001687,PT-V3AbhR,UM-RC-3,UMRC3,,Commercial,,CVCL_2740,CCRCC,,,Primary,kidney,Unknown,Sigma-Aldrich,,UMRC3_KIDNEY,,,,CCRCC,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-001688,PT-tocbjR,UM-RC-7,UMRC7,,Commercial,,CVCL_2742,RCC,,,Primary,kidney,Male,Sigma-Aldrich,,UMRC7_KIDNEY,,,,RCC,Renal Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-001690,PT-uLUnir,UPCI-SCC-026,UPCISCC026,82.0,Commercial,,CVCL_2221,OCSC,,,Primary,upper_aerodigestive_tract,Female,DSMZ,,UPCISCC026_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001692,PT-pvMW8r,UPCI-SCC-040,UPCISCC040,50.0,Commercial,,CVCL_2222,OCSC,,,Primary,upper_aerodigestive_tract,Male,DSMZ,,UPCISCC040_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001694,PT-GgnlK1,UPCI-SCC-074,UPCISCC074,51.0,Commercial,,CVCL_2224,OCSC,,,Primary,upper_aerodigestive_tract,Female,DSMZ,,UPCISCC074_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001696,PT-YWwuRp,UPCI-SCC-111,UPCISCC111,69.0,Commercial,,CVCL_2226,OCSC,,,Primary,upper_aerodigestive_tract,Female,DSMZ,,UPCISCC111_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001698,PT-sxiEGA,UPCI-SCC-116,UPCISCC116,57.0,Commercial,,CVCL_2228,OCSC,,,Primary,upper_aerodigestive_tract,Male,DSMZ,,UPCISCC116_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001699,PT-uhmv08,UPCI-SCC-131,UPCISCC131,73.0,Commercial,,CVCL_2229,OCSC,,,Primary,upper_aerodigestive_tract,Male,DSMZ,,UPCISCC131_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001701,PT-CvPqts,UPCI-SCC-200,UPCISCC200,74.0,Commercial,,CVCL_2232,OCSC,,,Primary,upper_aerodigestive_tract,Male,DSMZ,,UPCISCC200_UPPER_AERODIGESTIVE_TRACT,,,,OCSC,Oral Cavity Squamous Cell Carcinoma,Head and Neck Squamous Cell Carcinoma,Head and Neck
ACH-001702,PT-vslXtO,VA-ES-BJ,VAESBJ,41.0,Commercial,SIDM01179,CVCL_1785,EPIS,,,Metastatic,bone_marrow,Male,ATCC,,VAESBJ_SOFT_TISSUE,688121.0,,1004.0,EPIS,Epithelioid Sarcoma,Epithelioid Sarcoma,Soft Tissue
ACH-001703,PT-jXERAO,VAL,VAL,50.0,Commercial,SIDM00416,CVCL_1819,DLBCLNOS,,,Metastatic,bone_marrow,Female,DSMZ,,VAL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1331048.0,,2221.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-001704,PT-KL4Kmo,VMRC-MELG,VMRCMELG,,Commercial,SIDM00319,CVCL_1789,MEL,,,Primary,Colon,Male,JCRB,,VMRCMELG_SKIN,930301.0,,158.0,MEL,Melanoma,Melanoma,Skin
ACH-001707,PT-XqTlID,WA-OSEL,WAOSEL,,Commercial,,CVCL_Y549,CLLSLL,,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,WAOSEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,CLLSLL,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001709,PT-scpPOF,WSU-NHL,WSUNHL,48.0,Commercial,SIDM00412,CVCL_1793,DLBCLNOS,,,Primary,pleural_effusion,Female,DSMZ,,WSUNHL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909785.0,,601.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-001711,PT-lzKK9W,PFSK-1,PFSK1,1.0,Commercial,SIDM01132,CVCL_1642,PNET,,,Primary,central_nervous_system,Male,ATCC,,PFSK1_CENTRAL_NERVOUS_SYSTEM,683667.0,,1682.0,PNET,Primitive Neuroectodermal Tumor,Embryonal Tumor,CNS/Brain
ACH-001712,PT-O6FqYe,Hs 860.T,HS860T,22.0,Academic lab,,CVCL_0957,OS,,,,bone,Male,Kim Stegmaier (Broad),,HS860T_BONE,,,,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-001715,PT-fcGStb,CAL-72,CAL72,10.0,Commercial,SIDM00930,CVCL_1113,OS,,,,bone,Male,DSMZ,,CAL72_BONE,906827.0,,550.0,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-001716,PT-v9NPqN,GOTO,GOTO,1.0,Commercial,SIDM00544,CVCL_1234,NBL,,,,autonomic_ganglia,Male,JCRB,,GOTO_AUTONOMIC_GANGLIA,906875.0,,1009.0,NBL,Neuroblastoma,Neuroblastoma,Peripheral Nervous System
ACH-001719,PT-l7kiMr,OCI-C4P,OCIC4P,,Academic lab,,CVCL_DH05,CCOV,,,Primary,ovary,Female,(University of Miami),,OCIC4P_OVARY,,,,CCOV,Clear Cell Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-001735,PT-IjgcRg,SEMK2,SEMK2,5.0,Academic lab,,CVCL_S906,BLL,,,,haematopoietic_and_lymphoid_tissue,Female,Pikman (DFCI),,SEMK2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001736,PT-PmkoYV,HB1119,HB1119,,Academic lab,,CVCL_8227,BLL,,,,haematopoietic_and_lymphoid_tissue,Unknown,Pikman (DFCI),,HB1119_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001737,PT-qdQICQ,CTV-1-DM,CTV1DM,,Academic lab,,CVCL_1150,ATLL,,,,haematopoietic_and_lymphoid_tissue,Male,Kim Stegmaier (Broad),,CTV1DM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,ATLL,Adult T-Cell Leukemia/Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-001738,PT-1wfNxx,CCRF-CEM,CCRFCEM,3.0,Academic lab,SIDM00121,CVCL_0207,TLL,,,,haematopoietic_and_lymphoid_tissue,Female,Kim Stegmaier (Broad),,CCRFCEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,905952.0,,1151.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-001740,PT-vvfjiZ,RH28,RH28,17.0,Academic lab,,CVCL_8752,ARMS,,,Metastatic,lymph_node,Male,Schaefer (University of Zurich),,RH28_SOFT_TISSUE,,,,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001743,PT-PIWzVv,RC2,RC2,3.0,Academic lab,,CVCL_L510,ARMS,,PAX3_FKHR,Metastatic,soft_tissue,Male,Schaefer (University of Zurich),,RC2_SOFT_TISSUE,,,,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001745,PT-s7RWi4,RhJT,RHJT,,Academic lab,,CVCL_VU81,ARMS,,,,soft_tissue,Male,Schaefer (University of Zurich),,RHJT_SOFT_TISSUE,,,,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001750,PT-Hk36HO,TTC442,TTC442,10.0,Academic lab,,CVCL_B255,ERMS,,,,soft_tissue,Male,Schaefer (University of Zurich),,TTC442_SOFT_TISSUE,,,,ERMS,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001751,PT-dYlXmf,Rh36,RH36,15.0,Academic lab,,CVCL_M599,ERMS,,,,soft_tissue,Male,Schaefer (University of Zurich),,RH36_SOFT_TISSUE,,,,ERMS,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001765,PT-BN67ox,Rh4,RH4,7.0,Academic lab,,CVCL_5916,ARMS,,,Metastatic,liver,Female,"(Hospital for Sick Children, Toronto)",,RH4_SOFT_TISSUE,,,,ARMS,Alveolar Rhabdomyosarcoma,Rhabdomyosarcoma,Soft Tissue
ACH-001767,PT-v13Wpd,CCLF_PEDS_0018_T,CCLFPEDS0018T,,,,CVCL_B3PP,ZFIBSOF,,,,fibroblast,Male,,,CCLFPEDS0018T_SOFT_TISSUE,,,,,"Fibroblast, Soft Tissue",Non-Cancerous,Fibroblast
ACH-001786,PT-LbUj3S,SNU-1544,SNU1544,38.0,Commercial,,CVCL_5027,COAD,,,Primary,large_intestine,Female,KCLB,,SNU1544_LARGE_INTESTINE,,,,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-001791,PT-lRwItD,LPS6,LPS6,,Academic lab,,CVCL_A1VR,LIPO,,,,soft_tissue,Unknown,Sicinska (?),,LPS6_SOFT_TISSUE,,,,LIPO,Liposarcoma,Liposarcoma,Soft Tissue
ACH-001793,PT-TTxLCZ,LPS27,LPS27,,Academic lab,,CVCL_A1VQ,LIPO,,,,soft_tissue,Unknown,Sicinska (?),,LPS27_SOFT_TISSUE,,,,LIPO,Liposarcoma,Liposarcoma,Soft Tissue
ACH-001794,PT-jDDO2a,93T449,93T449,68.0,Academic lab,,CVCL_U614,WDLS,,,Primary,soft_tissue,Female,Pedeutour (?),,93T449_SOFT_TISSUE,,,,WDLS,Well-Differentiated Liposarcoma,Liposarcoma,Soft Tissue
ACH-001795,PT-jDDO2a,94T778,94T778,69.0,Academic lab,,CVCL_U613,WDLS,,,,soft_tissue,Female,Pedeutour (?),,94T778_SOFT_TISSUE,,,,WDLS,Well-Differentiated Liposarcoma,Liposarcoma,Soft Tissue
ACH-001796,PT-7RM5sK,95T1000,95T1000,48.0,Academic lab,,CVCL_WU67,WDLS,,,,soft_tissue,Male,Pedeutour (?),,95T1000_SOFT_TISSUE,,,,WDLS,Well-Differentiated Liposarcoma,Liposarcoma,Soft Tissue
ACH-001799,PT-VjYY7b,LPS141,LPS141,,Academic lab,,CVCL_M823,DDLS,,,,soft_tissue,Male,Marino-Enriquez (BWH),,LPS141_SOFT_TISSUE,,,,DDLS,Dedifferentiated Liposarcoma,Liposarcoma,Soft Tissue
ACH-001802,PT-JmLeEs,LPS853,LPS853,,Academic lab,,CVCL_V415,DDLS,,,,soft_tissue,Unknown,Marino-Enriquez (BWH),,LPS853_SOFT_TISSUE,,,,DDLS,Dedifferentiated Liposarcoma,Liposarcoma,Soft Tissue
ACH-001804,PT-0lPf2W,LPS510,LPS510,,Academic lab,,CVCL_V414,DDLS,,,,soft_tissue,Unknown,Marino-Enriquez (BWH),,LPS510_SOFT_TISSUE,,,,DDLS,Dedifferentiated Liposarcoma,Liposarcoma,Soft Tissue
ACH-001807,PT-cIt896,LPS067,LPS067,,Academic lab,,CVCL_A1UY,DDLS,,,Primary,soft_tissue,Male,Marino-Enriquez (BWH),,LPS067_SOFT_TISSUE,,,,DDLS,Dedifferentiated Liposarcoma,Liposarcoma,Soft Tissue
ACH-001814,PT-2XpRTn,OS252,OS252,,Academic lab,,CVCL_WU66,OS,,,Primary,bone,Male,Richard Gorlick (Montefiore Medical Center),,OS252_BONE,,,,OS,Osteosarcoma,Osteosarcoma,Bone
ACH-001818,PT-NPU9bj,C396,C396,,Academic lab,,CVCL_A1UX,OS,,,Metastatic,bone,Male,Gorlick (Montefiore Medical Center),,C396_BONE,,,,OS,Osteosarcoma,Osteosarcoma,Bone
