hgnc_id	uniprot_id	class_id	class_term
HGNC:8259	Q9GZK6	PC00197	transmembrane signal receptor
HGNC:8176	Q9GZK7	PC00021	G-protein coupled receptor
HGNC:8176	Q9GZK7	PC00197	transmembrane signal receptor
HGNC:23208	Q9GZM3	PC00019	DNA-directed RNA polymerase
HGNC:23208	Q9GZM3	PC00171	nucleic acid metabolism protein
HGNC:23208	Q9GZM3	PC00031	RNA metabolism protein
HGNC:8482	Q9GZM6	PC00197	transmembrane signal receptor
HGNC:19168	Q9GZM7	PC00081	cysteine protease
HGNC:19168	Q9GZM7	PC00190	protease
HGNC:19168	Q9GZM7	PC00260	protein modifying enzyme
HGNC:4539	Q9GZN0	PC00021	G-protein coupled receptor
HGNC:4539	Q9GZN0	PC00197	transmembrane signal receptor
HGNC:24025	Q9GZN1	PC00039	actin and actin related protein
HGNC:24025	Q9GZN1	PC00085	cytoskeletal protein
HGNC:24025	Q9GZN1	PC00041	actin or actin-binding cytoskeletal protein
HGNC:15764	Q9GZN2	PC00119	homeodomain transcription factor
HGNC:15764	Q9GZN2	PC00218	DNA-binding transcription factor
HGNC:15764	Q9GZN2	PC00264	gene-specific transcriptional regulator
HGNC:15764	Q9GZN2	PC00116	helix-turn-helix transcription factor
HGNC:14368	Q9GZN4	PC00203	serine protease
HGNC:14368	Q9GZN4	PC00190	protease
HGNC:14368	Q9GZN4	PC00260	protein modifying enzyme
HGNC:13622	Q9GZN6	PC00068	primary active transporter
HGNC:13622	Q9GZN6	PC00227	transporter
HGNC:29478	Q9GZN7	PC00056	basic leucine zipper transcription factor
HGNC:29478	Q9GZN7	PC00218	DNA-binding transcription factor
HGNC:29478	Q9GZN7	PC00264	gene-specific transcriptional regulator
HGNC:30620	Q9GZP0	PC00112	growth factor
HGNC:30620	Q9GZP0	PC00207	intercellular signal molecule
HGNC:25022	Q9GZP4	PC00176	oxidoreductase
HGNC:25022	Q9GZP4	PC00262	metabolite interconversion enzyme
HGNC:13548	Q9GZP7	PC00197	transmembrane signal receptor
HGNC:17943	Q9GZP9	PC00068	primary active transporter
HGNC:17943	Q9GZP9	PC00227	transporter
HGNC:17902	Q9GZQ3	PC00095	protein-binding activity modulator
HGNC:16454	Q9GZQ4	PC00021	G-protein coupled receptor
HGNC:16454	Q9GZQ4	PC00197	transmembrane signal receptor
HGNC:17425	Q9GZQ6	PC00021	G-protein coupled receptor
HGNC:17425	Q9GZQ6	PC00197	transmembrane signal receptor
HGNC:13352	Q9GZQ8	PC00166	non-motor microtubule binding protein
HGNC:13352	Q9GZQ8	PC00085	cytoskeletal protein
HGNC:13352	Q9GZQ8	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:20944	Q9GZR1	PC00081	cysteine protease
HGNC:20944	Q9GZR1	PC00190	protease
HGNC:20944	Q9GZR1	PC00260	protein modifying enzyme
HGNC:12820	Q9GZR2	PC00099	exoribonuclease
HGNC:12820	Q9GZR2	PC00171	nucleic acid metabolism protein
HGNC:12820	Q9GZR2	PC00031	RNA metabolism protein
HGNC:14415	Q9GZR5	PC00042	acyltransferase
HGNC:14415	Q9GZR5	PC00220	transferase
HGNC:14415	Q9GZR5	PC00262	metabolite interconversion enzyme
HGNC:18744	Q9GZS0	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:18744	Q9GZS0	PC00085	cytoskeletal protein
HGNC:17631	Q9GZS1	PC00019	DNA-directed RNA polymerase
HGNC:17631	Q9GZS1	PC00171	nucleic acid metabolism protein
HGNC:17631	Q9GZS1	PC00031	RNA metabolism protein
HGNC:1973	Q9GZS9	PC00220	transferase
HGNC:1973	Q9GZS9	PC00262	metabolite interconversion enzyme
HGNC:14398	Q9GZT4	PC00096	epimerase/racemase
HGNC:14398	Q9GZT4	PC00135	isomerase
HGNC:14398	Q9GZT4	PC00262	metabolite interconversion enzyme
HGNC:13829	Q9GZT5	PC00207	intercellular signal molecule
HGNC:13356	Q9GZU1	PC00133	ion channel
HGNC:13356	Q9GZU1	PC00227	transporter
HGNC:8826	Q9GZU2	PC00248	C2H2 zinc finger transcription factor
HGNC:8826	Q9GZU2	PC00218	DNA-binding transcription factor
HGNC:8826	Q9GZU2	PC00264	gene-specific transcriptional regulator
HGNC:8826	Q9GZU2	PC00244	zinc finger transcription factor
HGNC:8082	Q9GZU5	PC00197	transmembrane signal receptor
HGNC:14025	Q9GZV3	PC00227	transporter
HGNC:3301	Q9GZV4	PC00224	translation initiation factor
HGNC:3301	Q9GZV4	PC00223	translation factor
HGNC:3301	Q9GZV4	PC00263	translational protein
HGNC:24042	Q9GZV5	PC00217	transcription cofactor
HGNC:24042	Q9GZV5	PC00264	gene-specific transcriptional regulator
HGNC:17410	Q9GZV7	PC00100	extracellular matrix glycoprotein
HGNC:17410	Q9GZV7	PC00102	extracellular matrix protein
HGNC:14001	Q9GZV8	PC00248	C2H2 zinc finger transcription factor
HGNC:14001	Q9GZV8	PC00218	DNA-binding transcription factor
HGNC:14001	Q9GZV8	PC00264	gene-specific transcriptional regulator
HGNC:14001	Q9GZV8	PC00244	zinc finger transcription factor
HGNC:3680	Q9GZV9	PC00112	growth factor
HGNC:3680	Q9GZV9	PC00207	intercellular signal molecule
HGNC:13378	Q9GZW8	PC00227	transporter
HGNC:6938	Q9GZX3	PC00220	transferase
HGNC:6938	Q9GZX3	PC00262	metabolite interconversion enzyme
HGNC:16656	Q9GZX5	PC00248	C2H2 zinc finger transcription factor
HGNC:16656	Q9GZX5	PC00218	DNA-binding transcription factor
HGNC:16656	Q9GZX5	PC00264	gene-specific transcriptional regulator
HGNC:16656	Q9GZX5	PC00244	zinc finger transcription factor
HGNC:13203	Q9GZX7	PC00147	RNA processing factor
HGNC:13203	Q9GZX7	PC00171	nucleic acid metabolism protein
HGNC:13203	Q9GZX7	PC00031	RNA metabolism protein
HGNC:8072	Q9GZY0	PC00031	RNA metabolism protein
HGNC:23984	Q9GZY0	PC00031	RNA metabolism protein
HGNC:8072	Q9GZY0	PC00171	nucleic acid metabolism protein
HGNC:23984	Q9GZY0	PC00171	nucleic acid metabolism protein
HGNC:21868	Q9GZY4	PC00072	chaperone
HGNC:5132	Q9GZZ0	PC00119	homeodomain transcription factor
HGNC:5132	Q9GZZ0	PC00218	DNA-binding transcription factor
HGNC:5132	Q9GZZ0	PC00264	gene-specific transcriptional regulator
HGNC:5132	Q9GZZ0	PC00116	helix-turn-helix transcription factor
HGNC:29533	Q9GZZ1	PC00038	acetyltransferase
HGNC:29533	Q9GZZ1	PC00220	transferase
HGNC:29533	Q9GZZ1	PC00262	metabolite interconversion enzyme
HGNC:13800	Q9GZZ6	PC00141	ligand-gated ion channel
HGNC:13800	Q9GZZ6	PC00133	ion channel
HGNC:13800	Q9GZZ6	PC00227	transporter
HGNC:13821	Q9GZZ7	PC00197	transmembrane signal receptor
HGNC:23230	Q9GZZ9	PC00234	ubiquitin-protein ligase
HGNC:23230	Q9GZZ9	PC00260	protein modifying enzyme
HGNC:7113	Q9H000	PC00234	ubiquitin-protein ligase
HGNC:7113	Q9H000	PC00260	protein modifying enzyme
HGNC:30042	Q9H008	PC00181	phosphatase
HGNC:30042	Q9H008	PC00262	metabolite interconversion enzyme
HGNC:30042	Q9H008	PC00121	hydrolase
HGNC:23290	Q9H009	PC00055	basic helix-loop-helix transcription factor
HGNC:23290	Q9H009	PC00218	DNA-binding transcription factor
HGNC:23290	Q9H009	PC00264	gene-specific transcriptional regulator
HGNC:197	Q9H013	PC00153	metalloprotease
HGNC:197	Q9H013	PC00190	protease
HGNC:197	Q9H013	PC00260	protein modifying enzyme
HGNC:10968	Q9H015	PC00258	secondary carrier transporter
HGNC:10968	Q9H015	PC00227	transporter
HGNC:24966	Q9H063	PC00259	general transcription factor
HGNC:24966	Q9H063	PC00171	nucleic acid metabolism protein
HGNC:24966	Q9H063	PC00031	RNA metabolism protein
HGNC:25384	Q9H069	PC00184	phosphatase modulator
HGNC:25384	Q9H069	PC00095	protein-binding activity modulator
HGNC:16945	Q9H074	PC00031	RNA metabolism protein
HGNC:16945	Q9H074	PC00171	nucleic acid metabolism protein
HGNC:30664	Q9H078	PC00190	protease
HGNC:30664	Q9H078	PC00260	protein modifying enzyme
HGNC:29558	Q9H093	PC00167	non-receptor serine/threonine protein kinase
HGNC:29558	Q9H093	PC00260	protein modifying enzyme
HGNC:25251	Q9H095	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:25251	Q9H095	PC00085	cytoskeletal protein
HGNC:29830	Q9H0A0	PC00147	RNA processing factor
HGNC:29830	Q9H0A0	PC00171	nucleic acid metabolism protein
HGNC:29830	Q9H0A0	PC00031	RNA metabolism protein
HGNC:20716	Q9H0B6	PC00156	microtubule binding motor protein
HGNC:20716	Q9H0B6	PC00085	cytoskeletal protein
HGNC:20716	Q9H0B6	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:25248	Q9H0B8	PC00090	defense/immunity protein
HGNC:25319	Q9H0C2	PC00219	transfer/carrier protein
HGNC:1120	Q9H0C5	PC00234	ubiquitin-protein ligase
HGNC:1120	Q9H0C5	PC00260	protein modifying enzyme
HGNC:15566	Q9H0C8	PC00195	protein phosphatase
HGNC:15566	Q9H0C8	PC00260	protein modifying enzyme
HGNC:12836	Q9H0D6	PC00099	exoribonuclease
HGNC:12836	Q9H0D6	PC00171	nucleic acid metabolism protein
HGNC:12836	Q9H0D6	PC00031	RNA metabolism protein
HGNC:29813	Q9H0E3	PC00261	histone modifying enzyme
HGNC:29813	Q9H0E3	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:20064	Q9H0E7	PC00081	cysteine protease
HGNC:20064	Q9H0E7	PC00190	protease
HGNC:20064	Q9H0E7	PC00260	protein modifying enzyme
HGNC:25321	Q9H0F6	PC00234	ubiquitin-protein ligase
HGNC:25321	Q9H0F6	PC00260	protein modifying enzyme
HGNC:13210	Q9H0F7	PC00020	G-protein
HGNC:13210	Q9H0F7	PC00095	protein-binding activity modulator
HGNC:9804	Q9H0H5	PC00257	GTPase-activating protein
HGNC:9804	Q9H0H5	PC00022	G-protein modulator
HGNC:9804	Q9H0H5	PC00095	protein-binding activity modulator
HGNC:25313	Q9H0I9	PC00221	transketolase
HGNC:25313	Q9H0I9	PC00220	transferase
HGNC:25313	Q9H0I9	PC00262	metabolite interconversion enzyme
HGNC:21680	Q9H0K1	PC00167	non-receptor serine/threonine protein kinase
HGNC:21680	Q9H0K1	PC00260	protein modifying enzyme
HGNC:14241	Q9H0K4	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:14241	Q9H0K4	PC00085	cytoskeletal protein
HGNC:17086	Q9H0L4	PC00146	mRNA polyadenylation factor
HGNC:17086	Q9H0L4	PC00171	nucleic acid metabolism protein
HGNC:17086	Q9H0L4	PC00147	RNA processing factor
HGNC:17086	Q9H0L4	PC00031	RNA metabolism protein
HGNC:17004	Q9H0M0	PC00234	ubiquitin-protein ligase
HGNC:17004	Q9H0M0	PC00260	protein modifying enzyme
HGNC:25292	Q9H0M5	PC00248	C2H2 zinc finger transcription factor
HGNC:25292	Q9H0M5	PC00218	DNA-binding transcription factor
HGNC:25292	Q9H0M5	PC00264	gene-specific transcriptional regulator
HGNC:25292	Q9H0M5	PC00244	zinc finger transcription factor
HGNC:24474	Q9H0N5	PC00091	dehydratase
HGNC:24474	Q9H0N5	PC00262	metabolite interconversion enzyme
HGNC:24474	Q9H0N5	PC00144	lyase
HGNC:17820	Q9H0P0	PC00097	esterase
HGNC:17820	Q9H0P0	PC00262	metabolite interconversion enzyme
HGNC:17820	Q9H0P0	PC00121	hydrolase
HGNC:4030	Q9H0Q3	PC00068	primary active transporter
HGNC:4030	Q9H0Q3	PC00227	transporter
HGNC:25364	Q9H0R4	PC00181	phosphatase
HGNC:25364	Q9H0R4	PC00262	metabolite interconversion enzyme
HGNC:25364	Q9H0R4	PC00121	hydrolase
HGNC:4184	Q9H0R5	PC00117	heterotrimeric G-protein
HGNC:4184	Q9H0R5	PC00020	G-protein
HGNC:4184	Q9H0R5	PC00095	protein-binding activity modulator
HGNC:21020	Q9H0R6	PC00142	ligase
HGNC:21020	Q9H0R6	PC00262	metabolite interconversion enzyme
HGNC:4068	Q9H0R8	PC00166	non-motor microtubule binding protein
HGNC:4068	Q9H0R8	PC00085	cytoskeletal protein
HGNC:4068	Q9H0R8	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:28880	Q9H0U3	PC00111	glycosyltransferase
HGNC:28880	Q9H0U3	PC00220	transferase
HGNC:28880	Q9H0U3	PC00262	metabolite interconversion enzyme
HGNC:14477	Q9H0U6	PC00202	ribosomal protein
HGNC:14477	Q9H0U6	PC00263	translational protein
HGNC:12382	Q9H0U9	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:19263	Q9H0V9	PC00150	membrane traffic protein
HGNC:20315	Q9H0Y0	PC00234	ubiquitin-protein ligase
HGNC:20315	Q9H0Y0	PC00260	protein modifying enzyme
HGNC:16248	Q9H106	PC00197	transmembrane signal receptor
HGNC:15751	Q9H115	PC00150	membrane traffic protein
HGNC:15808	Q9H116	PC00218	DNA-binding transcription factor
HGNC:15808	Q9H116	PC00264	gene-specific transcriptional regulator
HGNC:16160	Q9H147	PC00218	DNA-binding transcription factor
HGNC:16160	Q9H147	PC00264	gene-specific transcriptional regulator
HGNC:1758	Q9H159	PC00057	cadherin
HGNC:1758	Q9H159	PC00069	cell adhesion molecule
HGNC:6063	Q9H160	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:450	Q9H161	PC00119	homeodomain transcription factor
HGNC:450	Q9H161	PC00218	DNA-binding transcription factor
HGNC:450	Q9H161	PC00264	gene-specific transcriptional regulator
HGNC:450	Q9H161	PC00116	helix-turn-helix transcription factor
HGNC:13221	Q9H165	PC00248	C2H2 zinc finger transcription factor
HGNC:13221	Q9H165	PC00218	DNA-binding transcription factor
HGNC:13221	Q9H165	PC00264	gene-specific transcriptional regulator
HGNC:13221	Q9H165	PC00244	zinc finger transcription factor
HGNC:16176	Q9H171	PC00009	DNA metabolism protein
HGNC:16176	Q9H171	PC00171	nucleic acid metabolism protein
HGNC:13884	Q9H172	PC00003	ATP-binding cassette (ABC) transporter
HGNC:13884	Q9H172	PC00068	primary active transporter
HGNC:13884	Q9H172	PC00227	transporter
HGNC:15756	Q9H190	PC00151	membrane trafficking regulatory protein
HGNC:15756	Q9H190	PC00150	membrane traffic protein
HGNC:13384	Q9H195	PC00069	cell adhesion molecule
HGNC:19988	Q9H1A4	PC00234	ubiquitin-protein ligase
HGNC:19988	Q9H1A4	PC00260	protein modifying enzyme
HGNC:33853	Q9H1A7	PC00019	DNA-directed RNA polymerase
HGNC:33853	Q9H1A7	PC00171	nucleic acid metabolism protein
HGNC:33853	Q9H1A7	PC00031	RNA metabolism protein
HGNC:8075	Q9H1B4	PC00031	RNA metabolism protein
HGNC:8075	Q9H1B4	PC00171	nucleic acid metabolism protein
HGNC:15517	Q9H1B5	PC00220	transferase
HGNC:15517	Q9H1B5	PC00262	metabolite interconversion enzyme
HGNC:14282	Q9H1B7	PC00244	zinc finger transcription factor
HGNC:14282	Q9H1B7	PC00218	DNA-binding transcription factor
HGNC:14282	Q9H1B7	PC00264	gene-specific transcriptional regulator
HGNC:13307	Q9H1C0	PC00021	G-protein coupled receptor
HGNC:13307	Q9H1C0	PC00197	transmembrane signal receptor
HGNC:24890	Q9H1C3	PC00111	glycosyltransferase
HGNC:24890	Q9H1C3	PC00220	transferase
HGNC:24890	Q9H1C3	PC00262	metabolite interconversion enzyme
HGNC:14006	Q9H1D0	PC00133	ion channel
HGNC:14006	Q9H1D0	PC00227	transporter
HGNC:15763	Q9H1D9	PC00019	DNA-directed RNA polymerase
HGNC:15763	Q9H1D9	PC00171	nucleic acid metabolism protein
HGNC:15763	Q9H1D9	PC00031	RNA metabolism protein
HGNC:16139	Q9H1F0	PC00191	protease inhibitor
HGNC:16139	Q9H1F0	PC00095	protein-binding activity modulator
HGNC:14566	Q9H1H9	PC00156	microtubule binding motor protein
HGNC:14566	Q9H1H9	PC00085	cytoskeletal protein
HGNC:14566	Q9H1H9	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:12788	Q9H1J5	PC00207	intercellular signal molecule
HGNC:16265	Q9H1J7	PC00207	intercellular signal molecule
HGNC:29882	Q9H1K1	PC00072	chaperone
HGNC:10988	Q9H1K4	PC00258	secondary carrier transporter
HGNC:10988	Q9H1K4	PC00227	transporter
HGNC:25960	Q9H1M0	PC00227	transporter
HGNC:21601	Q9H1N7	PC00258	secondary carrier transporter
HGNC:21601	Q9H1N7	PC00227	transporter
HGNC:16236	Q9H1R2	PC00195	protein phosphatase
HGNC:16236	Q9H1R2	PC00260	protein modifying enzyme
HGNC:16243	Q9H1R3	PC00167	non-receptor serine/threonine protein kinase
HGNC:16243	Q9H1R3	PC00260	protein modifying enzyme
HGNC:3234	Q9H1U4	PC00102	extracellular matrix protein
HGNC:31399	Q9H1V8	PC00068	primary active transporter
HGNC:31399	Q9H1V8	PC00227	transporter
HGNC:21057	Q9H1X1	PC00202	ribosomal protein
HGNC:21057	Q9H1X1	PC00263	translational protein
HGNC:34187	Q9H1X3	PC00072	chaperone
HGNC:589	Q9H1Y0	PC00151	membrane trafficking regulatory protein
HGNC:589	Q9H1Y0	PC00150	membrane traffic protein
HGNC:14007	Q9H1Y3	PC00021	G-protein coupled receptor
HGNC:14007	Q9H1Y3	PC00197	transmembrane signal receptor
HGNC:24628	Q9H204	PC00259	general transcription factor
HGNC:24628	Q9H204	PC00171	nucleic acid metabolism protein
HGNC:24628	Q9H204	PC00031	RNA metabolism protein
HGNC:15142	Q9H205	PC00197	transmembrane signal receptor
HGNC:15131	Q9H207	PC00197	transmembrane signal receptor
HGNC:8161	Q9H208	PC00197	transmembrane signal receptor
HGNC:15130	Q9H209	PC00197	transmembrane signal receptor
HGNC:8244	Q9H210	PC00197	transmembrane signal receptor
HGNC:24576	Q9H211	PC00009	DNA metabolism protein
HGNC:24576	Q9H211	PC00171	nucleic acid metabolism protein
HGNC:24092	Q9H213	PC00226	scaffold/adaptor protein
HGNC:13887	Q9H221	PC00003	ATP-binding cassette (ABC) transporter
HGNC:13887	Q9H221	PC00068	primary active transporter
HGNC:13887	Q9H221	PC00227	transporter
HGNC:13886	Q9H222	PC00003	ATP-binding cassette (ABC) transporter
HGNC:13886	Q9H222	PC00068	primary active transporter
HGNC:13886	Q9H222	PC00227	transporter
HGNC:3245	Q9H223	PC00150	membrane traffic protein
HGNC:19069	Q9H227	PC00110	glycosidase
HGNC:19069	Q9H227	PC00262	metabolite interconversion enzyme
HGNC:19069	Q9H227	PC00121	hydrolase
HGNC:14299	Q9H228	PC00021	G-protein coupled receptor
HGNC:14299	Q9H228	PC00197	transmembrane signal receptor
HGNC:17652	Q9H237	PC00038	acetyltransferase
HGNC:17652	Q9H237	PC00220	transferase
HGNC:17652	Q9H237	PC00262	metabolite interconversion enzyme
HGNC:14366	Q9H239	PC00153	metalloprotease
HGNC:14366	Q9H239	PC00190	protease
HGNC:14366	Q9H239	PC00260	protein modifying enzyme
HGNC:18124	Q9H244	PC00021	G-protein coupled receptor
HGNC:18124	Q9H244	PC00197	transmembrane signal receptor
HGNC:13733	Q9H251	PC00057	cadherin
HGNC:13733	Q9H251	PC00069	cell adhesion molecule
HGNC:18862	Q9H252	PC00133	ion channel
HGNC:18862	Q9H252	PC00227	transporter
HGNC:15195	Q9H255	PC00197	transmembrane signal receptor
HGNC:12712	Q9H267	PC00151	membrane trafficking regulatory protein
HGNC:12712	Q9H267	PC00150	membrane traffic protein
HGNC:14584	Q9H269	PC00150	membrane traffic protein
HGNC:14583	Q9H270	PC00151	membrane trafficking regulatory protein
HGNC:14583	Q9H270	PC00150	membrane traffic protein
HGNC:15471	Q9H2A2	PC00092	dehydrogenase
HGNC:15471	Q9H2A2	PC00262	metabolite interconversion enzyme
HGNC:15471	Q9H2A2	PC00176	oxidoreductase
HGNC:13805	Q9H2A3	PC00055	basic helix-loop-helix transcription factor
HGNC:13805	Q9H2A3	PC00218	DNA-binding transcription factor
HGNC:13805	Q9H2A3	PC00264	gene-specific transcriptional regulator
HGNC:16642	Q9H2A7	PC00074	chemokine
HGNC:16642	Q9H2A7	PC00083	cytokine
HGNC:16642	Q9H2A7	PC00207	intercellular signal molecule
HGNC:15993	Q9H2A9	PC00220	transferase
HGNC:15993	Q9H2A9	PC00262	metabolite interconversion enzyme
HGNC:11512	Q9H2B2	PC00151	membrane trafficking regulatory protein
HGNC:11512	Q9H2B2	PC00150	membrane traffic protein
HGNC:10993	Q9H2B4	PC00227	transporter
HGNC:4137	Q9H2C0	PC00226	scaffold/adaptor protein
HGNC:14216	Q9H2C1	PC00119	homeodomain transcription factor
HGNC:14216	Q9H2C1	PC00218	DNA-binding transcription factor
HGNC:14216	Q9H2C1	PC00264	gene-specific transcriptional regulator
HGNC:14216	Q9H2C1	PC00116	helix-turn-helix transcription factor
HGNC:19580	Q9H2C5	PC00197	transmembrane signal receptor
HGNC:19597	Q9H2C8	PC00197	transmembrane signal receptor
HGNC:29683	Q9H2D1	PC00227	transporter
HGNC:17009	Q9H2D6	PC00041	actin or actin-binding cytoskeletal protein
HGNC:17009	Q9H2D6	PC00085	cytoskeletal protein
HGNC:10738	Q9H2E6	PC00152	membrane-bound signaling molecule
HGNC:10738	Q9H2E6	PC00207	intercellular signal molecule
HGNC:18324	Q9H2F3	PC00091	dehydratase
HGNC:18324	Q9H2F3	PC00262	metabolite interconversion enzyme
HGNC:18324	Q9H2F3	PC00144	lyase
HGNC:19876	Q9H2F5	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:24358	Q9H2G4	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:1065	Q9H2G9	PC00056	basic leucine zipper transcription factor
HGNC:1065	Q9H2G9	PC00218	DNA-binding transcription factor
HGNC:1065	Q9H2G9	PC00264	gene-specific transcriptional regulator
HGNC:9262	Q9H2H8	PC00072	chaperone
HGNC:13447	Q9H2H9	PC00046	amino acid transporter
HGNC:13447	Q9H2H9	PC00258	secondary carrier transporter
HGNC:13447	Q9H2H9	PC00227	transporter
HGNC:28860	Q9H2J4	PC00237	viral or transposable element protein
HGNC:13621	Q9H2J7	PC00068	primary active transporter
HGNC:13621	Q9H2J7	PC00227	transporter
HGNC:29788	Q9H2K0	PC00224	translation initiation factor
HGNC:29788	Q9H2K0	PC00223	translation factor
HGNC:29788	Q9H2K0	PC00263	translational protein
HGNC:15677	Q9H2K2	PC00139	kinase inhibitor
HGNC:15677	Q9H2K2	PC00140	kinase modulator
HGNC:15677	Q9H2K2	PC00095	protein-binding activity modulator
HGNC:18133	Q9H2K8	PC00167	non-receptor serine/threonine protein kinase
HGNC:18133	Q9H2K8	PC00260	protein modifying enzyme
HGNC:20793	Q9H2L5	PC00226	scaffold/adaptor protein
HGNC:1048	Q9H2M3	PC00155	methyltransferase
HGNC:1048	Q9H2M3	PC00220	transferase
HGNC:1048	Q9H2M3	PC00262	metabolite interconversion enzyme
HGNC:17168	Q9H2M9	PC00022	G-protein modulator
HGNC:17168	Q9H2M9	PC00095	protein-binding activity modulator
HGNC:24270	Q9H2P9	PC00155	methyltransferase
HGNC:24270	Q9H2P9	PC00220	transferase
HGNC:24270	Q9H2P9	PC00262	metabolite interconversion enzyme
HGNC:20453	Q9H2R5	PC00203	serine protease
HGNC:20453	Q9H2R5	PC00190	protease
HGNC:20453	Q9H2R5	PC00260	protein modifying enzyme
HGNC:6291	Q9H2S1	PC00241	voltage-gated ion channel
HGNC:6291	Q9H2S1	PC00133	ion channel
HGNC:6291	Q9H2S1	PC00227	transporter
HGNC:18064	Q9H2S5	PC00234	ubiquitin-protein ligase
HGNC:18064	Q9H2S5	PC00260	protein modifying enzyme
HGNC:13179	Q9H2S9	PC00248	C2H2 zinc finger transcription factor
HGNC:13179	Q9H2S9	PC00218	DNA-binding transcription factor
HGNC:13179	Q9H2S9	PC00264	gene-specific transcriptional regulator
HGNC:13179	Q9H2S9	PC00244	zinc finger transcription factor
HGNC:14428	Q9H2T7	PC00227	transporter
HGNC:14410	Q9H2U1	PC00032	RNA helicase
HGNC:14410	Q9H2U1	PC00171	nucleic acid metabolism protein
HGNC:14410	Q9H2U1	PC00031	RNA metabolism protein
HGNC:28883	Q9H2U2	PC00196	pyrophosphatase
HGNC:28883	Q9H2U2	PC00262	metabolite interconversion enzyme
HGNC:28883	Q9H2U2	PC00121	hydrolase
HGNC:214	Q9H2U9	PC00153	metalloprotease
HGNC:214	Q9H2U9	PC00190	protease
HGNC:214	Q9H2U9	PC00260	protein modifying enzyme
HGNC:30621	Q9H2V7	PC00227	transporter
HGNC:13375	Q9H2W1	PC00227	transporter
HGNC:13363	Q9H2W2	PC00119	homeodomain transcription factor
HGNC:13363	Q9H2W2	PC00218	DNA-binding transcription factor
HGNC:13363	Q9H2W2	PC00264	gene-specific transcriptional regulator
HGNC:13363	Q9H2W2	PC00116	helix-turn-helix transcription factor
HGNC:1192	Q9H2W6	PC00202	ribosomal protein
HGNC:1192	Q9H2W6	PC00263	translational protein
HGNC:13523	Q9H2X3	PC00150	membrane traffic protein
HGNC:13818	Q9H2X9	PC00258	secondary carrier transporter
HGNC:13818	Q9H2X9	PC00227	transporter
HGNC:19046	Q9H2Y9	PC00227	transporter
HGNC:7837	Q9H2Z4	PC00119	homeodomain transcription factor
HGNC:7837	Q9H2Z4	PC00218	DNA-binding transcription factor
HGNC:7837	Q9H2Z4	PC00264	gene-specific transcriptional regulator
HGNC:7837	Q9H2Z4	PC00116	helix-turn-helix transcription factor
HGNC:18253	Q9H300	PC00203	serine protease
HGNC:18253	Q9H300	PC00190	protease
HGNC:18253	Q9H300	PC00260	protein modifying enzyme
HGNC:13234	Q9H305	PC00226	scaffold/adaptor protein
HGNC:14250	Q9H306	PC00153	metalloprotease
HGNC:14250	Q9H306	PC00190	protease
HGNC:14250	Q9H306	PC00260	protein modifying enzyme
HGNC:14572	Q9H310	PC00068	primary active transporter
HGNC:14572	Q9H310	PC00227	transporter
HGNC:13476	Q9H313	PC00133	ion channel
HGNC:13476	Q9H313	PC00227	transporter
HGNC:13201	Q9H324	PC00153	metalloprotease
HGNC:13201	Q9H324	PC00190	protease
HGNC:13201	Q9H324	PC00260	protein modifying enzyme
HGNC:18206	Q9H336	PC00090	defense/immunity protein
HGNC:19599	Q9H339	PC00197	transmembrane signal receptor
HGNC:19600	Q9H340	PC00197	transmembrane signal receptor
HGNC:14847	Q9H341	PC00197	transmembrane signal receptor
HGNC:14856	Q9H342	PC00197	transmembrane signal receptor
HGNC:15200	Q9H343	PC00197	transmembrane signal receptor
HGNC:15201	Q9H344	PC00197	transmembrane signal receptor
HGNC:15212	Q9H346	PC00197	transmembrane signal receptor
HGNC:15979	Q9H3D4	PC00253	P53-like transcription factor
HGNC:15979	Q9H3D4	PC00218	DNA-binding transcription factor
HGNC:15979	Q9H3D4	PC00264	gene-specific transcriptional regulator
HGNC:15979	Q9H3D4	PC00251	immunoglobulin fold transcription factor
HGNC:21883	Q9H3E2	PC00226	scaffold/adaptor protein
HGNC:23236	Q9H3F6	PC00226	scaffold/adaptor protein
HGNC:14399	Q9H3G5	PC00203	serine protease
HGNC:14399	Q9H3G5	PC00190	protease
HGNC:14399	Q9H3G5	PC00260	protein modifying enzyme
HGNC:20286	Q9H3H1	PC00147	RNA processing factor
HGNC:20286	Q9H3H1	PC00171	nucleic acid metabolism protein
HGNC:20286	Q9H3H1	PC00031	RNA metabolism protein
HGNC:2995	Q9H3H5	PC00111	glycosyltransferase
HGNC:2995	Q9H3H5	PC00220	transferase
HGNC:2995	Q9H3H5	PC00262	metabolite interconversion enzyme
